CustomerID,FirstName,LastName,AddressLine1,City,StateProvinceName,CountryRegionName,PostalCode,PhoneNumber,BirthDate,Education,Occupation,Gender,MaritalStatus,HomeOwnerFlag,NumberCarsOwned,NumberChildrenAtHome,TotalChildren,YearlyIncome,AveMonthSpend,BikeBuyer
222,Latasha,Rubio,Alderstr 7690,Hamburg,Hamburg,Germany,20354,1 (11) 500 555-0178,1956-10-09,High School,Professional,F,M,0,4,4,4,136970,99,0
223,Tristan,Alexander,"88, avenue des Champs-Elysées",Saint-Denis,Seine Saint Denis,France,93400,1 (11) 500 555-0124,1955-03-26,Partial College,Professional,M,M,1,4,4,4,165394,157,1
224,Cindy,Patel,Essener Straße 123,Sulzbach Taunus,Saarland,Germany,66272,1 (11) 500 555-0149,1955-07-13,Partial College,Professional,F,M,1,3,4,4,128534,94,1
227,Nicholas,Thompson,504 O St.,Lemon Grove,California,United States,91945,377-555-0147,1932-06-07,Graduate Degree,Management,M,S,1,1,0,3,139004,71,0
230,Katelyn,Hernandez,7496 Deerfield Dr.,Lynnwood,Washington,United States,98036,249-555-0116,1933-09-20,Graduate Degree,Management,F,M,1,2,0,4,88902,44,0
231,Jacqueline,Powell,4076 Northwood Dr,Newport Beach,California,United States,92625,796-555-0111,1933-01-06,Graduate Degree,Management,F,S,1,4,2,2,146565,59,0
232,Victoria,Stewart,3623 Barquentine Court,Salem,Oregon,United States,97301,230-555-0139,1965-03-27,Partial College,Professional,F,M,1,4,1,4,96421,65,0
233,Katelyn,Kelly,7085 Solano Drive,Burlingame,California,United States,94010,507-555-0132,1965-04-12,Bachelors ,Management,F,M,1,3,2,2,127739,80,1
235,Jennifer,Simmons,7959 Mt. Wilson Way,Port Hammond,British Columbia,Canada,V6B 3P7,148-555-0115,1964-05-04,Bachelors ,Management,F,M,1,0,3,4,97283,89,0
236,Trinity,Richardson,3063 Blue Jay Drive,Burien,Washington,United States,98168,111-555-0116,1964-09-11,Partial College,Professional,F,M,1,3,5,5,104042,99,0
237,Eduardo,Martin,5137 Pheasant Court,Issaquah,Washington,United States,98027,342-555-0195,1964-06-17,Partial College,Professional,M,S,0,3,5,5,122978,154,1
238,Elizabeth,Jones,2253 Firestone Dr.,Kirkland,Washington,United States,98033,941-555-0110,1964-07-13,Partial College,Professional,F,M,1,3,5,5,91607,98,1
240,David,Diaz,2075 Browse Ct,Burlingame,California,United States,94010,613-555-0119,1964-10-02,Partial College,Professional,M,S,1,4,2,4,169568,115,1
241,Katelyn,Carter,3050 Monte Cresta Avenue,Coronado,California,United States,92118,103-555-0195,1964-05-03,Graduate Degree,Management,F,M,1,2,2,2,145275,80,0
242,Ryan,Foster,5376 Sahara Drive,Daly City,California,United States,94015,961-555-0133,1964-10-13,Graduate Degree,Management,M,M,1,2,2,2,173834,119,1
243,Robert,Lee,5461 Camino Verde Ct.,Lakewood,California,United States,90712,447-555-0174,1964-05-04,Graduate Degree,Management,M,M,1,3,2,2,180861,119,1
244,Danielle,Reed,6683 Carrick Ct,San Francisco,California,United States,94109,136-555-0114,1964-06-05,Bachelors ,Management,F,S,0,4,0,2,141306,53,1
245,Lauren,Martinez,4357 Tosca Way,Beverly Hills,California,United States,90210,977-555-0117,1956-11-10,Partial College,Professional,F,S,1,0,3,4,72083,73,1
247,Kyle,Foster,5617 Landing Dr,Bellingham,Washington,United States,98225,846-555-0126,1934-04-12,Graduate Degree,Management,M,M,1,2,0,2,75549,61,0
248,Jenny,Rai,1440 Willow Pass Dr.,Colma,California,United States,94014,780-555-0119,1934-01-18,Graduate Degree,Management,F,M,1,2,0,4,112925,48,0
251,Amanda,Cook,4098 Woodcrest Dr.,Everett,Washington,United States,98201,252-555-0177,1963-09-12,Partial College,Professional,F,M,1,1,0,0,85754,55,0
252,Amanda,Cook,9187 Vista Del Sol,Everett,Washington,United States,98201,252-555-0177,1963-09-12,Partial College,Professional,F,M,1,1,0,0,86138,52,0
253,Robert,Collins,5271 Sierra Road,Lynnwood,Washington,United States,98036,966-555-0171,1963-08-21,Partial College,Professional,M,M,1,1,0,0,125485,92,1
254,Megan,Barnes,40 Ellis St.,Burbank,California,United States,91502,807-555-0156,1963-10-10,Bachelors ,Management,F,S,1,4,2,4,127801,74,1
255,Christian,Thomas,5205 Coralie Drive,Burien,Washington,United States,98168,692-555-0172,1962-01-16,Partial College,Professional,M,M,1,4,4,5,105527,146,1
257,Jeremy,Anderson,7655 Greer Ave,Fremont,California,United States,94536,940-555-0176,1962-03-19,Partial College,Professional,M,M,0,4,3,3,164943,141,1
258,Hunter,Griffin,4079 Redbird Lane,Torrance,California,United States,90505,410-555-0148,1962-03-03,Graduate Degree,Management,M,M,1,4,0,0,169863,93,0
260,Maria,Carter,8603 Elmhurst Lane,Downey,California,United States,90241,239-555-0158,1961-03-07,Bachelors ,Management,F,M,1,1,3,3,123794,85,1
261,Katelyn,Sanchez,8869 Climbing Vine Court,Lakewood,California,United States,90712,395-555-0150,1961-08-18,Bachelors ,Management,F,M,1,3,3,3,145642,88,1
263,Seth,Phillips,4361 Loftus Road,San Gabriel,California,United States,91776,980-555-0196,1961-11-05,Partial College,Professional,M,S,0,3,2,2,150167,112,1
264,Luke,Long,3177 Dover Way,Port Orchard,Washington,United States,98366,786-555-0117,1955-05-27,High School,Professional,M,S,0,2,0,2,96447,71,1
265,Dalton,Clark,4381 Amazonas,Issaquah,Washington,United States,98027,388-555-0195,1955-09-03,High School,Professional,M,M,0,2,0,2,92889,84,0
266,Taylor,Lewis,8827 Ward Court,Concord,California,United States,94519,291-555-0174,1954-05-16,Partial High School,Skilled Manual,F,S,1,2,0,2,89097,47,1
267,Haley,Richardson,6203 Laurel Drive,Everett,Washington,United States,98201,620-555-0129,1935-10-07,Graduate Degree,Management,F,S,1,2,0,2,82760,47,0
268,Noah,Coleman,5562 Galindo Street,Burbank,California,United States,91502,847-555-0167,1935-02-02,Graduate Degree,Management,M,S,1,2,0,4,109129,68,0
269,Jon,Luo,3560 River Rock Lane,Chula Vista,California,United States,91910,127-555-0189,1935-03-03,Graduate Degree,Management,M,M,1,2,0,4,112116,73,0
270,Orlando,Vazquez,8547 Catherine Way,Burbank,California,United States,91502,757-555-0143,1936-04-01,Graduate Degree,Management,M,M,1,2,0,4,117520,72,0
271,Fernando,Barnes,7633 Greenhills Circle,N. Vancouver,British Columbia,Canada,V7L 4J4,469-555-0125,1960-03-03,Partial College,Professional,M,M,0,3,4,5,122139,152,1
272,Cameron,Rodriguez,1217 Mariposa,Ballard,Washington,United States,98107,727-555-0119,1960-06-09,Partial College,Professional,M,M,1,4,4,5,127971,145,1
274,Julia,Coleman,3128 Ramsey Circle,Edmonds,Washington,United States,98020,907-555-0170,1960-10-11,High School,Professional,F,S,0,3,3,4,106090,75,1
276,Sean,Evans,7118 Elliott Dr.,Chula Vista,California,United States,91910,791-555-0174,1960-06-19,Partial College,Professional,M,M,0,4,3,3,156297,137,0
277,Micah,Zhou,6105 Brownstone Rd,Coronado,California,United States,92118,497-555-0185,1960-06-22,Partial College,Professional,M,M,0,4,3,3,171700,142,1
278,Hunter,Rodriguez,4343 Cook Street,Daly City,California,United States,94015,996-555-0142,1954-11-04,Partial High School,Skilled Manual,M,M,1,2,0,2,114324,88,0
279,Ian,Gonzales,7122 Athene Dr.,Oregon City,Oregon,United States,97045,904-555-0153,1954-03-05,High School,Professional,M,M,0,2,0,2,82817,75,0
281,Erin,Sanders,7541 Black Point Pl,San Francisco,California,United States,94109,233-555-0160,1953-07-09,Graduate Degree,Management,F,S,1,2,0,3,103232,51,1
282,Gabrielle,Lopez,8619 Parkside Dr.,Lynnwood,Washington,United States,98036,783-555-0174,1953-08-24,Graduate Degree,Management,F,S,0,2,0,3,88666,46,0
284,Trevor,Jenkins,4697 Yosemite Dr.,Port Orchard,Washington,United States,98366,120-555-0129,1953-02-27,Graduate Degree,Management,M,S,1,2,0,3,101674,79,0
286,Hailey,Ward,6321 Maya,Port Orchard,Washington,United States,98366,767-555-0151,1953-10-01,Graduate Degree,Management,F,S,0,2,0,3,100009,53,1
289,Jessica,Wilson,1652 Willcrest Circle,Edmonds,Washington,United States,98020,702-555-0180,1952-10-26,Partial College,Professional,F,S,0,2,0,3,63473,47,0
291,Morgan,Hill,6951 Harmony Way,Glendale,California,United States,91203,510-555-0120,1937-06-26,Graduate Degree,Management,F,M,1,2,0,4,140771,50,0
292,Terrance,Raman,2297 Via Valencia,Burien,Washington,United States,98168,879-555-0124,1938-07-08,Bachelors ,Management,M,M,1,2,0,5,126955,76,0
293,Sydney,Garcia,252 Hemlock Drive,Bremerton,Washington,United States,98312,783-555-0116,1938-03-15,Bachelors ,Management,F,M,1,2,0,5,110304,52,0
294,Zachary,Anderson,2476 Mt. Whitney Way,Glendale,California,United States,91203,693-555-0118,1939-05-14,Bachelors ,Management,M,M,1,2,0,5,131143,78,0
295,Elijah,Ross,6679 Cornelius Dr,Seattle,Washington,United States,98104,409-555-0142,1939-07-02,Bachelors ,Management,M,S,1,2,0,5,128035,72,0
296,Rafael,Xie,369 Peabody Road,Beverly Hills,California,United States,90210,663-555-0137,1939-06-26,Bachelors ,Management,M,M,1,4,3,3,167552,117,1
299,Ryan,Thompson,3407 Pinon Dr.,Oak Bay,British Columbia,Canada,V8P,138-555-0142,1940-05-13,Graduate Degree,Management,M,M,1,1,4,4,184290,140,0
300,Emily,Miller,9075 Calle Verde,Newcastle upon Tyne,England,United Kingdom,NT20,1 (11) 500 555-0110,1962-07-10,Graduate Degree,Clerical,F,M,1,0,0,1,36399,51,0
301,Nicole,Brown,1135 W St.,Stoke-on-Trent,England,United Kingdom,AS23,1 (11) 500 555-0187,1961-03-22,Bachelors ,Manual,F,M,1,0,0,1,26675,43,0
302,Carla,Raman,Winterfeldtstr 255,Hof,Bayern,Germany,95010,1 (11) 500 555-0124,1961-06-24,Bachelors ,Manual,F,M,1,0,0,1,27831,42,0
303,Shaun,Raji,"44, rue du Départ",Paris,Seine (Paris),France,75019,1 (11) 500 555-0122,1962-03-12,Graduate Degree,Clerical,M,M,1,0,0,1,58842,76,1
306,Dennis,She,"828, rue de Berri",Paris,Seine (Paris),France,75016,1 (11) 500 555-0141,1961-07-08,Graduate Degree,Clerical,M,S,1,0,0,1,45259,65,0
307,Melody,Munoz,"9, avenue Reille",Paris,Seine (Paris),France,75002,1 (11) 500 555-0147,1936-04-06,Graduate Degree,Clerical,F,M,1,0,0,1,28969,36,0
308,Randy,Zeng,2334 Brandywine Way,Cheltenham,England,United Kingdom,GL50,1 (11) 500 555-0144,1936-08-21,Graduate Degree,Clerical,M,M,1,0,0,1,46868,61,0
309,Marshall,Wang,"68062, rue des Grands Champs",Boulogne-sur-Mer,Pas de Calais,France,62200,1 (11) 500 555-0161,1962-03-11,Graduate Degree,Clerical,M,M,1,0,0,5,72684,80,1
310,Arthur,Carlson,6507 Fieldcrest Dr.,Oxon,England,United Kingdom,OX16 8RS,1 (11) 500 555-0166,1958-09-13,Bachelors ,Manual,M,M,1,0,0,1,23353,63,0
312,Robin,Ramos,"6, rue de l´Esplanade",Tremblay-en-France,Seine Saint Denis,France,93290,1 (11) 500 555-0111,1957-03-12,Partial College,Manual,F,S,1,0,0,1,16168,33,0
313,Deanna,Gutierrez,Attaché de Presse,Paris,Seine (Paris),France,75007,1 (11) 500 555-0112,1955-05-22,Partial College,Manual,F,S,1,1,0,2,27856,40,0
314,Roy,Navarro,Viktoria-Luise-Platz 43,Braunschweig,Nordrhein-Westfalen,Germany,38001,1 (11) 500 555-0137,1955-12-23,Partial College,Manual,M,M,1,1,0,2,23130,61,0
316,Mindy,Luo,Brunnenstr 7566,München,Hessen,Germany,80074,1 (11) 500 555-0194,1954-09-03,Partial College,Manual,F,M,1,1,0,2,21535,37,0
318,Anne,Ramos,7113 Eastgate Ave.,London,England,United Kingdom,W10 6BL,1 (11) 500 555-0148,1939-04-06,Bachelors ,Clerical,F,S,1,0,0,1,25937,38,0
319,Raymond,Rodriguez,"24, impasse Ste-Madeleine",Pantin,Seine Saint Denis,France,93500,1 (11) 500 555-0131,1940-03-07,Partial College,Manual,M,M,1,1,0,2,14242,58,0
320,Carrie,Ortega,1883 Cowell Rd.,Warrington,England,United Kingdom,WA1,1 (11) 500 555-0111,1941-06-11,Bachelors ,Clerical,F,S,1,0,0,1,52894,41,0
321,Deanna,Suarez,Dunckerstr 22525,Grevenbroich,Bayern,Germany,41485,1 (11) 500 555-0146,1942-02-23,Partial College,Manual,F,M,1,0,0,1,13044,37,0
322,Roberto,Gutierrez,3545 Chickpea Ct.,Wokingham,England,United Kingdom,RG41 1QW,1 (11) 500 555-0124,1942-12-28,Graduate Degree,Clerical,M,M,1,0,0,1,72297,75,0
323,Ramon,Ye,3245 Vista Oak Dr.,Caloundra,Queensland,Australia,4551,1 (11) 500 555-0143,1979-03-23,Partial College,Manual,M,S,0,1,0,0,14342,55,0
324,Cynthia,Malhotra,6757 Pamplona Ct.,Coffs Harbour,New South Wales,Australia,2450,1 (11) 500 555-0187,1978-11-11,Partial College,Manual,F,S,0,1,0,0,31655,42,0
325,Jarrod,Prasad,7657 H St.,Malabar,New South Wales,Australia,2036,1 (11) 500 555-0154,1978-09-04,Partial College,Manual,M,S,0,1,0,0,18161,53,0
327,Cindy,Ramos,6565 Jamie Way,Newcastle,New South Wales,Australia,2300,1 (11) 500 555-0173,1977-04-28,High School,Manual,F,M,1,2,0,0,11376,39,0
329,Julian,Ross,3346 Larkwood Ct.,Melbourne,Victoria,Australia,3000,1 (11) 500 555-0126,1977-10-20,High School,Manual,M,S,0,2,0,0,25274,56,0
330,Jennifer,Collins,4536 Killdeer Court,Geelong,Victoria,Australia,3220,1 (11) 500 555-0196,1979-09-23,High School,Manual,F,S,0,0,1,1,13853,47,1
331,Brittney,Sun,8856 Mt. Wilson Way,Findon,South Australia,Australia,5023,1 (11) 500 555-0155,1979-06-09,High School,Manual,F,S,0,0,1,1,19497,51,1
335,Ashlee,Tang,4111 Vista Diablo,Findon,South Australia,Australia,5023,1 (11) 500 555-0187,1978-08-04,Bachelors ,Clerical,F,M,0,0,0,0,29302,44,0
336,Alicia,Xu,3743 Grenadine Way,South Melbourne,Victoria,Australia,3205,1 (11) 500 555-0113,1978-04-01,Bachelors ,Clerical,F,M,1,0,0,0,25568,37,0
337,Lacey,Jai,6208 Prestwick Dr.,Rockhampton,Queensland,Australia,4700,1 (11) 500 555-0149,1978-05-27,Bachelors ,Clerical,F,M,1,0,0,0,26344,41,0
339,Jimmy,Ortega,Postfach 11 11 22,Werne,Nordrhein-Westfalen,Germany,59368,1 (11) 500 555-0183,1943-06-28,Bachelors ,Clerical,M,S,1,0,0,1,74697,69,1
342,Shannon,Liang,7445 Meaham Drive,Metz,Moselle,France,57000,1 (11) 500 555-0159,1960-05-22,High School,Manual,F,S,0,1,1,1,28411,48,0
343,Gary,Vazquez,"5, rue de la Cavalerie",Boulogne-Billancourt,Hauts de Seine,France,92100,1 (11) 500 555-0130,1959-11-18,High School,Manual,M,M,1,1,1,1,16401,76,0
346,Edward,Patterson,"211, avenue Foch",Roubaix,Nord,France,59100,1 (11) 500 555-0118,1958-01-19,Partial College,Manual,M,M,1,1,0,2,18715,62,0
347,Marie,Gill,"571, rue Malar",Roissy en Brie,Seine et Marne,France,77680,1 (11) 500 555-0192,1960-08-28,Graduate Degree,Clerical,F,M,1,0,0,3,59143,53,0
348,Tiffany,Wang,"5, rue Malar",Les Ulis,Essonne,France,91940,1 (11) 500 555-0192,1960-10-16,Bachelors ,Clerical,F,M,1,0,0,3,55550,55,0
349,Miguel,Allen,6834 Violetta,York,England,United Kingdom,YO15,1 (11) 500 555-0128,1960-08-11,Bachelors ,Clerical,M,S,1,0,0,3,55029,67,0
350,Jaclyn,Cai,Postfach 55 00 00,Darmstadt,Hessen,Germany,64283,1 (11) 500 555-0164,1960-11-05,Bachelors ,Clerical,F,M,1,0,0,3,42241,49,0
352,Joseph,Martin,7028 San Gabriel Dr.,York,England,United Kingdom,YO15,1 (11) 500 555-0143,1959-07-24,Graduate Degree,Clerical,M,M,1,0,0,3,76084,76,1
355,Lindsay,Xie,Am Grossen Dern 4624,Salzgitter,Hessen,Germany,38231,1 (11) 500 555-0115,1970-12-27,High School,Manual,F,S,1,0,2,2,20896,54,1
357,Kurt,Pal,"55, avenue de l´ Union Centrale",Saint Ouen,Loir et Cher,France,41100,1 (11) 500 555-0117,1969-01-17,High School,Manual,M,S,1,0,2,2,18666,79,0
358,Ian,Lopez,Zur Lindung 6,Saarlouis,Saarland,Germany,66740,1 (11) 500 555-0182,1969-10-05,High School,Manual,M,M,0,1,2,2,16243,87,0
359,Colin,Nath,8900 Escobar,Newcastle upon Tyne,England,United Kingdom,NT20,1 (11) 500 555-0115,1969-09-09,Bachelors ,Clerical,M,S,1,0,0,0,66885,73,0
361,Franklin,Raji,3477 Mt. Washington Way,London,England,United Kingdom,SW8 1XD,1 (11) 500 555-0180,1969-04-19,Graduate Degree,Clerical,M,S,1,0,0,0,74702,65,0
362,Linda,Navarro,"6, route de Marseille",Paris,Seine (Paris),France,75019,1 (11) 500 555-0189,1969-08-26,Graduate Degree,Clerical,F,M,1,0,0,0,65127,51,0
363,Kelli,Cai,"1216, place de la Concorde",Orleans,Loiret,France,45000,1 (11) 500 555-0145,1969-11-20,Graduate Degree,Clerical,F,M,1,0,0,0,65243,52,0
364,Nancy,Schmidt,"340, boulevard d´Albi",Saint Ouen,Charente-Maritime,France,17490,1 (11) 500 555-0150,1969-01-09,Graduate Degree,Clerical,F,S,1,0,0,0,52357,46,1
365,Megan,Taylor,Berliner Platz 43,Kassel,Hessen,Germany,34117,1 (11) 500 555-0178,1952-01-01,Partial College,Manual,F,S,0,2,0,3,17764,39,0
368,Mario,She,Conesweg 720,Münster,Saarland,Germany,48001,1 (11) 500 555-0156,1952-04-02,Partial College,Manual,M,M,1,1,0,2,46377,71,0
370,Jacqueline,Hayes,"33, rue Georges-Clémenceau",Saint Germain en Laye,Yveline,France,78100,1 (11) 500 555-0162,1968-03-05,High School,Manual,F,S,1,1,2,2,24171,55,0
371,Maurice,Goel,"15, avenue de la Gare",Paris,Seine (Paris),France,75013,1 (11) 500 555-0179,1968-08-25,Partial College,Manual,M,M,1,0,1,1,19553,77,0
372,Devin,Ross,Postenweg 2428,Ingolstadt,Bayern,Germany,85049,1 (11) 500 555-0172,1954-02-12,Partial College,Professional,M,M,0,1,2,3,118844,111,1
373,Sydney,Bryant,Postfach 99 92 92,Ingolstadt,Bayern,Germany,85049,1 (11) 500 555-0156,1954-04-09,Partial College,Professional,F,S,1,1,2,4,97749,68,1
374,Megan,Stewart,8192 Seagull Court,Gateshead,England,United Kingdom,GA10,1 (11) 500 555-0116,1954-04-15,Partial College,Professional,F,M,0,1,2,4,106318,76,1
376,Randy,She,Roßstr 5538,Darmstadt,Hessen,Germany,64283,1 (11) 500 555-0141,1944-06-05,Partial College,Professional,M,S,0,2,0,5,133666,73,0
377,Katrina,Becker,"8205, rue Malar",Croix,Nord,France,59170,1 (11) 500 555-0153,1945-03-19,Partial High School,Skilled Manual,F,M,1,4,1,3,68671,56,0
379,Rafael,Hu,Zeiter Weg 7765,Paderborn,Nordrhein-Westfalen,Germany,33098,1 (11) 500 555-0159,1945-02-09,Partial College,Professional,M,S,0,2,0,5,124183,72,0
380,Kyle,Scott,9381 Alpine Rd.,Watford,England,United Kingdom,WA3,1 (11) 500 555-0178,1945-02-18,Graduate Degree,Management,M,M,1,4,4,4,173468,147,1
382,Amy,Sun,Am Karlshof 2500,Offenbach,Saarland,Germany,63009,1 (11) 500 555-0111,1946-07-19,Bachelors ,Management,F,M,1,4,4,4,119995,86,0
383,Dustin,Deng,8185 Sol Street,Liverpool,England,United Kingdom,L4 4HB,1 (11) 500 555-0168,1946-09-01,Bachelors ,Management,M,M,1,3,4,4,178271,153,1
384,Jasmine,Stewart,Heidestieg Straße 8224,Hamburg,Hamburg,Germany,20354,1 (11) 500 555-0165,1954-11-05,Partial College,Professional,F,M,0,1,2,4,96153,73,0
385,Pamela,Garcia,Postfach 11 09 99,Berlin,Saarland,Germany,12311,1 (11) 500 555-0182,1953-12-07,Partial College,Professional,F,M,1,2,2,4,97870,79,0
386,Ariana,Gray,3675 Palms Dr,Metz,Moselle,France,57000,1 (11) 500 555-0191,1954-08-06,High School,Professional,F,M,1,2,2,4,95006,73,1
388,Desiree,Dominguez,Holzstr 4222,Kiel,Saarland,Germany,24044,1 (11) 500 555-0133,1953-12-18,Partial College,Professional,F,M,1,2,5,5,135157,104,1
389,Deanna,Perez,Marienplatz 56,Poing,Saarland,Germany,66041,1 (11) 500 555-0191,1953-08-22,Bachelors ,Management,F,S,1,2,5,5,141365,103,1
390,Casey,Yuan,Hunzinger Allee 153,Bottrop,Nordrhein-Westfalen,Germany,46236,1 (11) 500 555-0184,1952-03-24,High School,Professional,F,M,1,2,1,4,99356,70,0
392,Dominique,Prasad,"765, rue Villedo",Roissy en Brie,Seine et Marne,France,77680,1 (11) 500 555-0148,1951-09-11,High School,Professional,F,M,1,2,2,4,110522,71,0
394,Andre,Lopez,638 Shangri-la Rd.,West Sussex,England,United Kingdom,RH15 9UD,1 (11) 500 555-0111,1951-05-06,Partial College,Professional,M,M,1,4,5,5,157571,160,1
395,Robin,Romero,Hüttenstr 9995,Kiel,Saarland,Germany,24044,1 (11) 500 555-0168,1950-03-06,Partial College,Management,F,S,1,4,4,4,103125,76,1
396,Taylor,Cox,6409 Buckthorn Court,Watford,England,United Kingdom,WA3,1 (11) 500 555-0125,1950-09-18,Partial College,Management,F,M,0,4,5,5,129459,102,1
397,Alfredo,Moreno,"882, rue Villedo",Villeneuve-d'Ascq,Nord,France,59491,1 (11) 500 555-0166,1949-12-17,High School,Management,M,M,1,3,1,4,115406,97,0
398,Jenny,Nara,Alderstr 8642,Werne,Nordrhein-Westfalen,Germany,59368,1 (11) 500 555-0164,1949-10-14,High School,Management,F,M,1,4,5,5,124748,101,0
399,Janet,Munoz,"61, rue Pierre-Demoulin",Paris La Defense,Hauts de Seine,France,92081,1 (11) 500 555-0148,1948-05-17,High School,Management,F,M,0,3,1,4,101472,64,0
400,Sergio,Weber,"6, place de Fontenoy",Lille,Nord,France,59000,1 (11) 500 555-0178,1947-09-27,Partial High School,Skilled Manual,M,M,0,2,0,5,129124,80,0
402,Joseph,Harris,"8, rue des Vendangeurs",Tremblay-en-France,Seine Saint Denis,France,93290,1 (11) 500 555-0116,1947-11-14,Partial High School,Skilled Manual,M,M,1,2,0,5,103335,81,0
403,Grace,Griffin,9825 Mt. Dell Drive,Hobart,Tasmania,Australia,7001,1 (11) 500 555-0170,1976-05-22,Bachelors ,Professional,F,S,0,4,0,0,90092,49,0
404,Tina,Mehta,5357 Willow Drive,Bendigo,Victoria,Australia,3550,1 (11) 500 555-0192,1976-04-28,Bachelors ,Professional,F,M,1,3,0,0,82396,55,0
406,Bethany,Chander,3464 Chilpancingo Park,Lane Cove,New South Wales,Australia,1597,1 (11) 500 555-0179,1974-08-12,Bachelors ,Professional,F,S,0,3,0,0,75369,47,0
408,Kyle,Patterson,5444 Bohon Circle,Melbourne,Victoria,Australia,3000,1 (11) 500 555-0145,1975-04-28,Bachelors ,Professional,M,S,1,3,0,0,125223,83,0
409,Alvin,Hu,8468 Clifford Court,Seaford,Victoria,Australia,3198,1 (11) 500 555-0144,1975-02-02,Bachelors ,Professional,M,M,1,3,0,0,123087,77,1
410,Brett,Mehta,7411 Crivello Avenue,Cloverdale,South Australia,Australia,6105,1 (11) 500 555-0187,1975-11-12,High School,Management,M,S,1,4,5,5,168818,150,1
413,Stanley,Malhotra,9218 Old Mt. View Drive,Hobart,Tasmania,Australia,7001,1 (11) 500 555-0139,1973-08-21,Bachelors ,Professional,M,S,0,3,0,0,128332,80,1
414,Melinda,Navarro,1562 Black Walnut,Melbourne,Victoria,Australia,3000,1 (11) 500 555-0145,1974-04-22,Bachelors ,Professional,F,S,0,3,0,0,96679,50,1
